,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
751,2024-09-18T12:02:12.490Z,51.5621,-130.6399,10.0,4.2,mb,32.0,187.0,0.809,0.78,us,us6000nsvf,2024-10-06T12:32:17.857Z,"271 km WNW of Port McNeill, Canada",earthquake,4.34,1.995,0.087,37.0,reviewed,us,us
752,2024-09-18T11:59:05.066Z,-27.3318,-176.5097,10.0,4.6,mb,22.0,147.0,2.28,0.69,us,us6000ntb6,2024-10-06T12:25:31.040Z,Kermadec Islands region,earthquake,13.92,1.922,0.129,18.0,reviewed,us,us
753,2024-09-18T11:55:03.911Z,-27.2463,-176.755,10.0,5.0,mb,26.0,135.0,2.244,0.6,us,us6000ntbq,2024-10-06T12:22:00.040Z,Kermadec Islands region,earthquake,12.08,1.716,0.13,19.0,reviewed,us,us
754,2024-09-18T11:53:53.855Z,-27.4225,-176.6924,17.0,5.7,mww,79.0,66.0,2.118,0.75,us,us6000nsve,2024-10-07T18:16:24.197Z,Kermadec Islands region,earthquake,11.4,1.849,0.071,19.0,reviewed,us,us
756,2024-09-18T11:30:25.726Z,-7.4991,126.2869,10.0,4.5,mb,19.0,77.0,4.166,1.29,us,us6000ntay,2024-10-06T12:00:08.040Z,"109 km N of Baukau, Timor Leste",earthquake,6.44,1.874,0.171,10.0,reviewed,us,us
757,2024-09-18T11:26:56.937Z,-22.3871,171.5669,109.513,4.5,mb,23.0,117.0,3.817,0.56,us,us6000ntax,2024-10-06T06:41:57.040Z,southeast of the Loyalty Islands,earthquake,10.71,6.979,0.14,15.0,reviewed,us,us
758,2024-09-18T09:01:59.011Z,31.6965,141.6744,29.458,4.5,mb,36.0,121.0,2.116,0.66,us,us6000nsv4,2024-10-06T06:37:49.040Z,"Izu Islands, Japan region",earthquake,9.69,5.878,0.131,17.0,reviewed,us,us
760,2024-09-18T07:52:29.207Z,5.1823,-82.6363,10.0,4.7,mb,72.0,73.0,4.098,1.58,us,us6000nsuw,2024-09-18T08:28:14.040Z,south of Panama,earthquake,7.33,1.901,0.038,211.0,reviewed,us,us
766,2024-09-18T03:46:53.091Z,11.61,144.4767,10.0,4.5,mb,25.0,145.0,2.004,0.43,us,us6000ntas,2024-09-22T22:07:44.040Z,"184 km S of Merizo Village, Guam",earthquake,9.72,1.9,0.144,14.0,reviewed,us,us
767,2024-09-18T02:49:20.091Z,-33.3722,-179.0989,35.0,4.5,mb,27.0,113.0,4.22,0.8,us,us6000ntar,2024-09-22T21:13:55.040Z,south of the Kermadec Islands,earthquake,9.16,1.904,0.145,14.0,reviewed,us,us
768,2024-09-18T02:41:06.667Z,-7.2397,107.5693,10.0,5.1,mww,91.0,33.0,0.235,0.82,us,us6000nsu0,2024-09-22T20:53:07.043Z,"16 km ESE of Banjar, Indonesia",earthquake,5.45,1.756,0.11,8.0,reviewed,us,us
769,2024-09-18T01:41:25.230Z,-5.8481,147.2673,80.228,4.3,mb,21.0,99.0,3.535,0.85,us,us6000nstu,2024-09-22T20:34:06.040Z,"101 km NNE of Lae, Papua New Guinea",earthquake,12.44,6.926,0.161,11.0,reviewed,us,us
770,2024-09-18T00:25:13.808Z,-25.7298,47.2709,10.0,5.2,mb,73.0,53.0,6.68,0.94,us,us6000nstp,2024-09-18T10:21:25.177Z,"82 km SSE of Tôlanaro, Madagascar",earthquake,10.16,1.856,0.071,65.0,reviewed,us,us
771,2024-09-18T00:22:24.049Z,38.0655,38.3474,10.0,4.1,mb,53.0,37.0,0.728,1.2,us,us6000nstl,2024-09-18T01:04:06.040Z,"10 km ENE of Çelikhan, Turkey",earthquake,2.78,1.932,0.151,12.0,reviewed,us,us
772,2024-09-17T22:38:42.264Z,38.1786,38.6732,10.0,4.4,mb,86.0,44.0,0.536,1.27,us,us6000nstd,2024-09-19T03:55:53.040Z,"16 km NNE of Sincik, Turkey",earthquake,3.57,1.906,0.095,32.0,reviewed,us,us
773,2024-09-17T22:23:08.804Z,-20.8441,169.308,10.0,4.3,mb,14.0,119.0,2.468,0.42,us,us6000nt2v,2024-09-22T03:12:23.040Z,"144 km S of Isangel, Vanuatu",earthquake,9.67,1.918,0.202,8.0,reviewed,us,us
774,2024-09-17T21:53:20.457Z,12.8216,-44.6485,10.0,4.5,mb,11.0,204.0,11.0,0.81,us,us6000nt2u,2024-09-22T03:25:17.040Z,northern Mid-Atlantic Ridge,earthquake,9.36,2.004,0.181,9.0,reviewed,us,us
775,2024-09-17T20:02:04.835Z,12.3234,92.4484,10.0,4.3,mb,20.0,164.0,6.812,0.9,us,us6000nt2t,2024-09-22T18:47:00.040Z,"74 km NNW of Bamboo Flat, India",earthquake,12.38,1.915,0.188,8.0,reviewed,us,us
778,2024-09-17T18:31:57.014Z,-8.1469,147.3166,14.709,4.6,mb,42.0,117.0,1.259,0.64,us,us6000nss3,2024-09-22T18:33:52.040Z,"93 km NNW of Kokoda, Papua New Guinea",earthquake,7.67,4.674,0.107,26.0,reviewed,us,us
779,2024-09-17T17:57:00.474Z,45.2696,151.054,94.193,4.4,mb,29.0,100.0,6.008,0.65,us,us6000nt2s,2024-09-19T22:00:42.040Z,"249 km E of Kuril’sk, Russia",earthquake,14.22,7.657,0.144,14.0,reviewed,us,us
782,2024-09-17T17:22:07.273Z,-24.5594,-13.6005,10.0,4.9,mb,35.0,51.0,28.175,0.73,us,us6000nsrp,2024-09-19T21:49:22.040Z,southern Mid-Atlantic Ridge,earthquake,12.18,1.812,0.108,27.0,reviewed,us,us
784,2024-09-17T14:28:05.887Z,37.6376,71.6502,46.197,4.7,mb,196.0,41.0,1.841,0.72,us,us7000neha,2024-09-17T16:00:36.040Z,"18 km NNE of Khorugh, Tajikistan",earthquake,5.59,5.216,0.042,174.0,reviewed,us,us
785,2024-09-17T14:23:16.325Z,-2.7416,141.9235,18.868,4.9,mb,43.0,53.0,1.24,0.62,us,us7000neh9,2024-09-17T17:32:29.040Z,"64 km NW of Aitape, Papua New Guinea",earthquake,5.52,4.544,0.091,42.0,reviewed,us,us
786,2024-09-17T12:09:47.235Z,8.7365,126.3825,40.922,4.6,mb,71.0,105.0,1.837,0.44,us,us6000nt2h,2024-09-24T11:59:34.040Z,"12 km SE of Marihatag, Philippines",earthquake,10.28,6.909,0.071,60.0,reviewed,us,us
787,2024-09-17T11:56:27.300Z,55.7366,161.3732,105.305,4.8,mb,134.0,93.0,3.151,0.87,us,us7000negt,2024-09-17T12:32:12.040Z,"72 km SSE of Klyuchi, Russia",earthquake,9.16,6.903,0.025,484.0,reviewed,us,us
789,2024-09-17T09:00:39.071Z,-30.7782,-178.5325,112.256,5.0,mb,30.0,127.0,1.602,1.39,us,us7000neg5,2024-09-17T09:19:46.040Z,"Kermadec Islands, New Zealand",earthquake,14.39,9.524,0.103,30.0,reviewed,us,us
790,2024-09-17T08:35:00.374Z,-54.56,158.7145,10.0,4.8,mb,31.0,122.0,0.145,0.77,us,us7000neg0,2024-09-17T09:24:47.040Z,Macquarie Island region,earthquake,10.62,1.848,0.116,23.0,reviewed,us,us
791,2024-09-17T08:33:00.573Z,43.6579,88.0798,10.0,4.9,mb,80.0,45.0,4.423,1.15,us,us7000nefx,2024-09-17T09:10:51.040Z,"41 km ESE of Ürümqi, China",earthquake,8.3,1.885,0.056,124.0,reviewed,us,us
792,2024-09-17T06:40:58.293Z,-5.0024,129.9207,119.626,5.1,mb,12.0,186.0,0.477,0.45,us,us6000nt2p,2024-09-21T09:06:22.040Z,"214 km SSE of Amahai, Indonesia",earthquake,9.66,14.837,0.201,8.0,reviewed,us,us
795,2024-09-17T05:14:23.621Z,-4.873,103.0084,64.857,4.4,mb,13.0,180.0,0.512,0.62,us,us6000nt2a,2024-09-21T08:11:59.040Z,"97 km SSW of Pagar Alam, Indonesia",earthquake,9.94,5.933,0.179,9.0,reviewed,us,us
797,2024-09-17T04:54:17.783Z,-23.0912,169.9188,10.0,4.6,mb,30.0,142.0,2.33,0.7,us,us7000neex,2024-09-20T04:31:17.040Z,"252 km E of Vao, New Caledonia",earthquake,10.26,1.891,0.126,19.0,reviewed,us,us
799,2024-09-17T04:22:58.135Z,8.9213,90.5837,10.0,4.6,mb,39.0,103.0,9.713,0.6,us,us6000nt2g,2024-09-20T03:15:31.040Z,"Nicobar Islands, India region",earthquake,5.63,1.854,0.141,15.0,reviewed,us,us
801,2024-09-17T04:13:32.094Z,9.6569,126.5963,35.0,4.9,mb,77.0,37.0,2.76,0.59,us,us7000neel,2024-09-20T03:02:01.040Z,"54 km ESE of Union, Philippines",earthquake,9.18,1.795,0.059,92.0,reviewed,us,us
802,2024-09-17T03:46:05.990Z,36.5439,70.3336,204.456,4.2,mb,30.0,146.0,2.358,0.79,us,us7000need,2024-09-20T02:55:35.040Z,"42 km E of Farkhār, Afghanistan",earthquake,6.84,9.916,0.159,11.0,reviewed,us,us
804,2024-09-17T03:06:25.222Z,-26.3531,-67.9991,10.008,4.3,mb,25.0,72.0,1.861,0.94,us,us7000nee2,2024-09-18T01:24:42.040Z,"67 km WSW of Antofagasta de la Sierra, Argentina",earthquake,3.56,5.896,0.2,7.0,reviewed,us,us
805,2024-09-17T02:55:13.291Z,-2.9031,141.8699,35.0,4.9,mb,48.0,78.0,1.228,0.69,us,us7000nee1,2024-09-20T02:06:00.040Z,"59 km WNW of Aitape, Papua New Guinea",earthquake,9.15,1.859,0.086,42.0,reviewed,us,us
807,2024-09-17T02:33:30.988Z,-6.416,154.6522,35.0,4.4,mb,19.0,123.0,3.351,0.96,us,us6000nt28,2024-09-20T01:49:38.040Z,"92 km W of Panguna, Papua New Guinea",earthquake,6.94,1.917,0.17,10.0,reviewed,us,us
808,2024-09-17T02:03:31.930Z,46.2028,152.4922,35.0,4.5,mb,27.0,180.0,7.691,0.42,us,us6000nt27,2024-09-20T00:31:47.040Z,Kuril Islands,earthquake,12.09,1.981,0.15,13.0,reviewed,us,us
809,2024-09-17T01:58:02.416Z,26.7082,125.3839,212.315,4.3,mb,41.0,70.0,2.541,0.81,us,us6000nt2e,2024-09-20T00:07:52.040Z,"211 km N of Hirara, Japan",earthquake,9.41,8.751,0.111,23.0,reviewed,us,us
811,2024-09-17T01:31:16.551Z,-25.6798,-179.607,447.127,4.7,mb,68.0,76.0,3.852,0.81,us,us7000nedh,2024-09-19T23:19:47.040Z,south of the Fiji Islands,earthquake,12.02,6.313,0.058,91.0,reviewed,us,us
812,2024-09-17T00:49:42.183Z,32.411,-102.057,6.1279,5.1,ml,24.0,38.0,0.0,0.1,tx,tx2024shcj,2024-10-06T00:59:52.781Z,"2024 North of Tarzan, Texas Earthquake",earthquake,0.3981616478802514,1.1197002263204534,0.2,36.0,reviewed,tx,tx
813,2024-09-17T00:28:05.448Z,-5.4609,152.8348,20.342,4.9,mb,51.0,89.0,6.856,0.93,us,us7000necu,2024-09-17T01:16:26.040Z,"138 km SSE of Kokopo, Papua New Guinea",earthquake,11.84,5.829,0.077,53.0,reviewed,us,us
815,2024-09-16T23:41:58.093Z,-18.8622,-69.4969,111.696,4.5,mb,29.0,98.0,0.524,0.87,us,us7000necn,2024-09-16T23:56:22.040Z,"50 km N of Camiña, Chile",earthquake,5.17,6.425,0.124,19.0,reviewed,us,us
817,2024-09-16T22:57:11.426Z,-21.1685,-68.5342,147.921,4.3,mb,27.0,106.0,0.908,1.21,us,us7000necd,2024-09-16T23:07:32.040Z,"29 km WNW of Ollagüe, Chile",earthquake,5.99,7.86,0.147,15.0,reviewed,us,us
823,2024-09-16T18:42:47.641Z,-23.5277,-179.9046,524.158,4.5,mb,48.0,64.0,5.052,0.99,us,us7000neat,2024-10-04T16:55:08.783Z,south of the Fiji Islands,earthquake,13.85,8.067,0.082,44.0,reviewed,us,us
824,2024-09-16T18:38:54.838Z,-17.944,168.2406,52.741,4.3,mb,19.0,153.0,4.547,0.94,us,us7000ng9q,2024-09-29T12:47:02.837Z,"24 km SSW of Port-Vila, Vanuatu",earthquake,5.01,8.244,0.138,15.0,reviewed,us,us
825,2024-09-16T18:31:18.598Z,-35.7732,-102.0622,10.0,4.2,mb,20.0,126.0,10.619,0.51,us,us7000ng9h,2024-09-28T13:35:03.040Z,southeast of Easter Island,earthquake,11.49,1.904,0.137,15.0,reviewed,us,us
826,2024-09-16T18:13:02.065Z,52.5116,-178.9489,249.13,4.6,mb,65.0,47.0,0.699,0.71,us,us7000neam,2024-10-04T16:36:39.040Z,"173 km WNW of Adak, Alaska",earthquake,9.44,5.697,0.046,141.0,reviewed,us,us
827,2024-09-16T18:11:59.626Z,12.9863,144.1792,10.0,4.9,mww,51.0,92.0,2.727,0.6,us,us7000nean,2024-10-04T16:50:16.213Z,"61 km WSW of Merizo Village, Guam",earthquake,8.8,1.877,0.086,13.0,reviewed,us,us
828,2024-09-16T16:53:09.977Z,-2.4802,138.9879,32.827,4.9,mb,65.0,60.0,1.714,0.79,us,us7000nea5,2024-09-26T17:01:19.040Z,"183 km W of Abepura, Indonesia",earthquake,7.59,4.723,0.068,68.0,reviewed,us,us
829,2024-09-16T16:40:42.098Z,-5.89,146.2699,117.77,4.3,mb,48.0,120.0,3.601,0.62,us,us7000ng9f,2024-09-26T16:44:51.040Z,"62 km NE of Kainantu, Papua New Guinea",earthquake,9.87,6.74,0.095,31.0,reviewed,us,us
830,2024-09-16T16:01:20.189Z,52.3018,-173.8357,89.858,4.5,mb,118.0,108.0,0.139,0.59,us,us7000ne9g,2024-09-26T16:28:02.778Z,"27 km ENE of Atka, Alaska",earthquake,8.58,2.925,0.041,172.0,reviewed,us,us
831,2024-09-16T14:51:44.130Z,-4.4682,144.0354,122.983,4.3,mb,48.0,117.0,3.851,0.6,us,us7000ng9e,2024-09-26T16:12:41.040Z,"44 km S of Angoram, Papua New Guinea",earthquake,9.48,7.086,0.093,33.0,reviewed,us,us
832,2024-09-16T14:40:21.768Z,45.5663,26.2679,132.923,5.2,mww,164.0,19.0,0.239,0.95,us,us7000ne92,2024-09-26T16:02:57.040Z,"8 km N of Cașoca, Romania",earthquake,6.19,3.633,0.053,34.0,reviewed,us,us
833,2024-09-16T14:25:40.327Z,31.6066,131.7437,10.0,4.8,mb,74.0,89.0,1.106,0.89,us,us7000ne90,2024-09-26T15:47:49.483Z,"35 km E of Nichinan, Japan",earthquake,6.29,1.849,0.067,69.0,reviewed,us,us
834,2024-09-16T14:20:27.645Z,-5.6992,150.3637,112.288,4.5,mb,34.0,81.0,2.158,0.98,us,us7000ng9d,2024-09-26T15:42:32.040Z,"29 km ESE of Kimbe, Papua New Guinea",earthquake,6.13,6.551,0.116,22.0,reviewed,us,us
835,2024-09-16T14:13:47.647Z,31.6491,131.7649,18.134,5.5,mww,126.0,43.0,1.129,1.12,us,us7000ne8y,2024-10-07T19:17:05.426Z,"38 km E of Nichinan, Japan",earthquake,5.2,3.289,0.098,10.0,reviewed,us,us
837,2024-09-16T13:47:39.536Z,0.4987,126.744,68.067,4.5,mb,21.0,67.0,0.679,1.33,us,us7000ng9c,2024-09-26T15:05:15.040Z,"78 km WSW of Ternate, Indonesia",earthquake,8.05,7.824,0.191,9.0,reviewed,us,us
838,2024-09-16T13:00:03.395Z,1.0036,127.687,35.0,4.6,mb,23.0,120.0,0.394,0.75,us,us7000ng9b,2024-09-30T11:38:29.040Z,"32 km NNE of Sofifi, Indonesia",earthquake,12.39,1.942,0.122,20.0,reviewed,us,us
839,2024-09-16T12:27:37.594Z,-47.255,165.8622,39.944,4.4,mb,34.0,111.0,1.226,0.73,us,us7000ne8g,2024-09-30T11:03:57.040Z,"192 km WSW of Riverton, New Zealand",earthquake,10.93,8.909,0.19,11.0,reviewed,us,us
840,2024-09-16T11:54:41.395Z,-0.5386,127.8584,8.969,4.4,mb,13.0,139.0,1.391,0.56,us,us7000ng9a,2024-09-30T12:24:03.040Z,"43 km ENE of Labuha, Indonesia",earthquake,7.42,6.917,0.22,6.0,reviewed,us,us
842,2024-09-16T11:36:34.522Z,17.1539,147.2254,31.0,6.3,mww,134.0,33.0,2.35,1.11,us,us7000ne84,2024-10-08T11:46:37.141Z,"266 km NE of Saipan, Northern Mariana Islands",earthquake,8.58,1.878,0.043,52.0,reviewed,us,us
844,2024-09-16T11:18:08.746Z,51.9293,160.4824,33.0,4.4,mb,10.0,134.0,1.567,1.0,us,us7000ng99,2024-09-30T07:08:43.040Z,"178 km SE of Petropavlovsk-Kamchatsky, Russia",earthquake,5.41,1.966,0.268,4.0,reviewed,us,us
847,2024-09-16T10:23:39.542Z,-41.2291,-91.0118,10.0,5.0,mb,50.0,106.0,13.355,1.03,us,us7000ne7v,2024-09-16T14:07:58.040Z,southeast of Easter Island,earthquake,12.93,1.886,0.045,159.0,reviewed,us,us
850,2024-09-16T06:47:14.339Z,-24.106,-66.814,189.201,4.3,mb,25.0,98.0,2.737,1.05,us,us7000ne75,2024-09-16T09:52:30.040Z,"51 km WNW of San Antonio de los Cobres, Argentina",earthquake,11.3,18.423,0.137,15.0,reviewed,us,us
852,2024-09-16T05:41:36.485Z,-21.9425,-68.7238,136.481,4.2,mb,24.0,76.0,0.503,0.7,us,us7000ne6v,2024-09-16T08:38:08.040Z,"60 km NNE of Calama, Chile",earthquake,7.65,8.056,0.146,13.0,reviewed,us,us
853,2024-09-16T05:12:18.097Z,-20.7996,169.3861,24.669,5.4,mww,61.0,72.0,2.551,0.99,us,us7000ne6s,2024-09-17T05:16:49.871Z,"139 km S of Isangel, Vanuatu",earthquake,9.45,5.124,0.069,20.0,reviewed,us,us
854,2024-09-16T04:37:33.594Z,-21.8117,169.4533,10.0,4.5,mb,27.0,115.0,2.023,0.55,us,us7000ng94,2024-10-02T03:33:21.040Z,"165 km E of Tadine, New Caledonia",earthquake,6.08,1.838,0.156,12.0,reviewed,us,us
855,2024-09-16T04:31:12.323Z,47.6052,154.1903,35.0,4.6,mb,69.0,104.0,5.948,0.46,us,us7000ne6i,2024-10-02T03:24:55.040Z,Kuril Islands,earthquake,10.54,1.874,0.055,98.0,reviewed,us,us
856,2024-09-16T03:47:41.378Z,15.3738,145.9641,107.002,4.6,mb,43.0,49.0,0.215,0.61,us,us7000ne6d,2024-10-02T03:18:45.310Z,"28 km NE of Saipan, Northern Mariana Islands",earthquake,12.03,3.822,0.058,90.0,reviewed,us,us
857,2024-09-16T03:29:07.348Z,12.4664,123.5979,10.0,4.9,mww,55.0,107.0,15.035,0.79,us,us7000ne6b,2024-10-02T03:11:50.105Z,"6 km NNE of Bulo, Philippines",earthquake,12.78,1.837,0.11,8.0,reviewed,us,us
860,2024-09-16T01:43:25.217Z,51.3979,-130.841,10.0,4.7,mwr,81.0,151.0,0.923,0.76,us,us7000ne5y,2024-10-02T02:52:33.446Z,"278 km WNW of Port McNeill, Canada",earthquake,4.92,1.851,0.078,16.0,reviewed,us,us
861,2024-09-16T01:07:16.314Z,-0.7908,26.6337,10.0,4.3,mb,27.0,82.0,4.108,0.63,us,us7000ng7w,2024-10-02T02:36:04.040Z,"215 km SE of Kisangani, Democratic Republic of the Congo",earthquake,9.84,1.831,0.142,14.0,reviewed,us,us
865,2024-09-15T22:22:48.323Z,51.5827,-130.6302,6.037,6.5,mww,173.0,40.0,0.793,0.6,us,us7000ne51,2024-10-08T05:52:47.069Z,"271 km WNW of Port McNeill, Canada",earthquake,3.98,2.853,0.025,150.0,reviewed,us,us
866,2024-09-15T22:12:16.720Z,17.6995,-103.3625,10.0,4.2,mb,22.0,206.0,1.661,1.04,us,us7000ng90,2024-10-08T04:23:57.040Z,"95 km SSE of La Placita de Morelos, Mexico",earthquake,8.1,1.908,0.115,21.0,reviewed,us,us
869,2024-09-15T20:56:52.216Z,-48.2796,107.113,10.0,4.5,mb,34.0,82.0,17.129,0.52,us,us7000ng8v,2024-09-27T15:15:56.040Z,southeast Indian Ridge,earthquake,8.91,1.85,0.103,28.0,reviewed,us,us
870,2024-09-15T20:21:35.412Z,-20.1626,-178.2344,554.817,4.3,mb,32.0,67.0,3.296,0.64,us,us7000ne4h,2024-09-27T17:14:31.040Z,Fiji region,earthquake,12.56,8.092,0.106,25.0,reviewed,us,us
871,2024-09-15T20:18:56.413Z,13.2518,-89.897,52.719,4.3,mb,42.0,172.0,0.592,0.73,us,us7000ne49,2024-09-27T17:09:02.040Z,"38 km SSW of Acajutla, El Salvador",earthquake,5.71,9.432,0.077,47.0,reviewed,us,us
874,2024-09-15T19:06:30.072Z,3.7173,127.9962,50.627,4.2,mb,29.0,117.0,2.993,0.39,us,us7000ng8r,2024-09-27T14:45:35.040Z,"219 km N of Tobelo, Indonesia",earthquake,8.04,5.627,0.115,21.0,reviewed,us,us
875,2024-09-15T18:34:49.430Z,-41.9717,178.4898,17.805,4.6,mb,35.0,152.0,2.126,0.78,us,us7000ne3p,2024-09-27T17:03:09.040Z,"224 km ESE of Castlepoint, New Zealand",earthquake,8.76,5.299,0.132,17.0,reviewed,us,us
877,2024-09-15T17:14:24.114Z,43.2471,144.5611,127.07,4.3,mb,34.0,135.0,1.609,0.49,us,us7000ne3a,2024-09-27T16:24:07.858Z,"26 km SSE of Teshikaga, Japan",earthquake,6.89,6.805,0.116,21.0,reviewed,us,us
878,2024-09-15T16:59:14.768Z,-26.4179,-175.4903,10.0,4.7,mb,27.0,76.0,3.549,1.09,us,us7000ng8x,2024-09-26T16:05:53.040Z,south of Tonga,earthquake,10.58,1.861,0.123,22.0,reviewed,us,us
879,2024-09-15T16:51:31.396Z,35.8737,140.1249,74.527,4.6,mb,42.0,133.0,1.687,0.57,us,us7000ne37,2024-09-26T16:12:18.352Z,"4 km SE of Toride, Japan",earthquake,7.54,6.973,0.095,33.0,reviewed,us,us
881,2024-09-15T15:40:05.790Z,5.6607,126.611,51.961,4.2,mb,18.0,100.0,1.735,0.81,us,us7000ng8j,2024-09-26T16:24:05.040Z,"91 km SSE of Pondaguitan, Philippines",earthquake,10.61,7.595,0.159,12.0,reviewed,us,us
882,2024-09-15T15:17:04.858Z,60.6368,-146.9326,15.0,4.3,ml,,,,0.69,ak,ak024bwl81gj,2024-09-26T16:26:37.040Z,"28 km SSW of Tatitlek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
883,2024-09-15T15:13:27.122Z,18.9782,145.6188,230.447,4.3,mb,25.0,145.0,3.72,0.45,us,us7000ng8q,2024-09-26T16:32:51.040Z,"Pagan region, Northern Mariana Islands",earthquake,15.83,9.824,0.114,22.0,reviewed,us,us
886,2024-09-15T13:17:31.450Z,-17.5086,-69.5609,152.807,4.3,mb,37.0,100.0,0.112,0.7,us,us7000ne1v,2024-09-26T17:55:20.040Z,"48 km E of Estique, Peru",earthquake,6.6,3.964,0.119,20.0,reviewed,us,us
887,2024-09-15T13:08:08.287Z,1.3429,118.4805,6.526,5.5,mww,91.0,58.0,2.312,0.83,us,us7000ne1t,2024-10-07T19:06:45.684Z,"173 km NE of Bontang, Indonesia",earthquake,6.47,3.116,0.052,35.0,reviewed,us,us
888,2024-09-15T12:57:20.577Z,-15.6165,-70.2045,225.926,4.5,mb,29.0,147.0,2.081,1.25,us,us7000ne1s,2024-09-29T09:05:30.040Z,"9 km NW of Atuncolla, Peru",earthquake,9.11,5.578,0.132,17.0,reviewed,us,us
889,2024-09-15T12:41:03.320Z,52.1035,-179.7526,169.614,5.0,mww,258.0,49.0,0.396,0.93,us,us7000ne1l,2024-10-08T13:46:27.924Z,"215 km W of Adak, Alaska",earthquake,6.93,3.428,0.05,38.0,reviewed,us,us
890,2024-09-15T12:35:18.086Z,-2.7429,141.8242,11.477,4.5,mb,27.0,59.0,1.143,1.1,us,us7000ne1k,2024-09-29T08:48:01.040Z,"58 km E of Vanimo, Papua New Guinea",earthquake,7.17,4.932,0.128,19.0,reviewed,us,us
891,2024-09-15T12:01:59.076Z,-59.7809,-25.9623,35.064,4.4,mb,13.0,139.0,15.094,0.47,us,us7000ng8n,2024-09-28T12:45:13.040Z,South Sandwich Islands region,earthquake,19.18,9.309,0.154,12.0,reviewed,us,us
892,2024-09-15T11:47:34.859Z,-25.7343,-179.5836,417.676,4.4,mb,38.0,99.0,3.793,0.91,us,us7000ne17,2024-09-29T08:21:12.040Z,south of the Fiji Islands,earthquake,12.69,6.48,0.05,114.0,reviewed,us,us
893,2024-09-15T11:42:49.979Z,31.5569,131.7598,40.957,4.5,mb,19.0,219.0,1.117,0.7,us,us7000ng89,2024-09-28T10:31:52.040Z,"37 km E of Nichinan, Japan",earthquake,8.78,11.494,0.18,10.0,reviewed,us,us
894,2024-09-15T11:29:21.955Z,-8.6408,-74.7628,137.527,4.4,mb,50.0,110.0,2.229,0.91,us,us7000ne12,2024-09-29T07:45:34.040Z,"15 km NNW of Honoria, Peru",earthquake,5.18,7.991,0.06,80.0,reviewed,us,us
895,2024-09-15T11:28:57.755Z,1.4356,118.4961,35.0,4.2,mb,14.0,171.0,2.308,0.64,us,us7000ng88,2024-09-28T09:57:17.040Z,"182 km NE of Bontang, Indonesia",earthquake,6.04,1.96,0.199,10.0,reviewed,us,us
896,2024-09-15T11:15:17.681Z,-4.0637,141.7238,108.308,4.9,mb,32.0,88.0,1.846,0.88,us,us7000ne10,2024-09-29T07:38:14.040Z,"122 km W of Ambunti, Papua New Guinea",earthquake,7.99,6.698,0.112,25.0,reviewed,us,us
897,2024-09-15T10:55:30.203Z,12.6896,-88.3594,62.76,4.1,mb,27.0,178.0,0.775,1.13,us,us7000ne0x,2024-09-29T07:25:00.040Z,"63 km SSW of Chirilagua, El Salvador",earthquake,3.37,9.424,0.098,31.0,reviewed,us,us
898,2024-09-15T10:18:13.385Z,13.2453,-89.7857,45.93,4.2,mb,35.0,171.0,0.522,1.02,us,us7000ne0k,2024-09-29T07:16:46.040Z,"38 km S of Acajutla, El Salvador",earthquake,6.02,11.902,0.088,40.0,reviewed,us,us
899,2024-09-15T10:14:41.711Z,-5.1632,129.6907,226.9,4.2,mb,14.0,90.0,0.671,1.04,us,us7000ng8e,2024-09-28T12:26:04.040Z,"219 km SSE of Amahai, Indonesia",earthquake,12.51,6.239,0.199,7.0,reviewed,us,us
900,2024-09-15T09:54:33.651Z,-7.3907,106.6451,49.686,5.0,mww,79.0,56.0,0.999,0.92,us,us7000ne03,2024-09-29T07:01:03.759Z,"45 km SSE of Pelabuhanratu, Indonesia",earthquake,3.44,6.316,0.093,11.0,reviewed,us,us
901,2024-09-15T09:47:32.932Z,-18.5314,-178.8452,513.997,4.1,mb,34.0,108.0,4.257,0.71,us,us7000ne02,2024-09-28T13:00:45.040Z,"201 km ESE of Levuka, Fiji",earthquake,11.88,7.334,0.079,48.0,reviewed,us,us
902,2024-09-15T09:32:00.554Z,-48.6086,106.8688,10.0,4.2,mb,13.0,149.0,27.476,1.46,us,us7000ng85,2024-09-29T06:41:28.040Z,southeast Indian Ridge,earthquake,13.05,1.953,0.167,11.0,reviewed,us,us
903,2024-09-15T08:17:02.988Z,40.8723,84.2291,10.0,4.7,mb,79.0,74.0,4.298,0.68,us,us7000ndzf,2024-10-06T12:09:21.040Z,"143 km SE of Kuqa, China",earthquake,7.44,1.829,0.069,63.0,reviewed,us,us
904,2024-09-15T08:07:51.294Z,-17.4095,167.769,47.604,4.9,mb,44.0,40.0,4.541,0.97,us,us7000ndzi,2024-10-06T11:55:23.105Z,"68 km WNW of Port-Vila, Vanuatu",earthquake,8.08,4.128,0.091,38.0,reviewed,us,us
906,2024-09-15T06:13:46.011Z,-60.2615,-24.8241,10.0,4.3,mb,28.0,93.0,17.987,0.68,us,us7000ng87,2024-09-27T12:12:12.040Z,South Sandwich Islands region,earthquake,14.13,1.926,0.101,28.0,reviewed,us,us
